timestamp,date,time,day_of_week,hour_of_day,weight_g,material,print_hours,material_cost,variable_cost,total_cost,sell_price,margin_pct,profit_amount,multicolor,abrasive,rush,printer_power_kw,energy_price,labour_cost,monitoring_pct,maintenance_cost,overhead_year,annual_hours,markup_material,markup_variable,spoed_surcharge,abrasive_surcharge,color_fee_min,color_fee_max,auto_time_per_gram,auto_hours_used
2025-06-01 10:37:38,2025-06-01,10:37:38,Sunday,10,1.0,PLA Basic,1.5,0.01,6.62,6.64,11.29,70.1,4.65,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 10:37:42,2025-06-01,10:37:42,Sunday,10,10.0,PLA Basic,15.0,0.14,66.22,66.36,112.86,70.1,46.5,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 10:37:42,2025-06-01,10:37:42,Sunday,10,10.0,PLA Basic,15.0,0.14,66.22,66.36,112.86,70.1,46.5,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 10:37:43,2025-06-01,10:37:43,Sunday,10,10.0,PLA Basic,15.0,0.14,66.22,66.36,112.86,70.1,46.5,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 11:26:24,2025-06-01,11:26:24,Sunday,11,1.0,PLA Basic,1.5,0.01,6.62,6.64,11.29,70.1,4.65,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 11:58:33,2025-06-01,11:58:33,Sunday,11,2.0,PLA Basic,3.0,0.03,13.25,13.27,22.57,70.1,9.3,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 11:58:33,2025-06-01,11:58:33,Sunday,11,2.0,PLA Basic,3.0,0.03,13.25,13.27,22.57,70.1,9.3,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 11:58:33,2025-06-01,11:58:33,Sunday,11,25.0,PLA Basic,37.5,0.35,165.56,165.91,282.16,70.1,116.24,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 11:58:33,2025-06-01,11:58:33,Sunday,11,25.0,PLA Basic,37.5,0.35,165.56,165.91,282.16,70.1,116.24,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 11:58:33,2025-06-01,11:58:33,Sunday,11,250.0,PLA Basic,375.0,3.5,1655.62,1659.12,2821.56,70.1,1162.43,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 11:58:33,2025-06-01,11:58:33,Sunday,11,250.0,PLA Basic,375.0,3.5,1655.62,1659.12,2821.56,70.1,1162.43,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 11:58:37,2025-06-01,11:58:37,Sunday,11,250.0,PLA Matte,375.0,5.0,1655.62,1660.62,2824.56,70.1,1163.93,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 11:58:37,2025-06-01,11:58:37,Sunday,11,250.0,PLA Matte,375.0,5.0,1655.62,1660.62,2824.56,70.1,1163.93,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 11:58:39,2025-06-01,11:58:39,Sunday,11,250.0,PLA Matte,375.0,5.0,1655.62,1660.62,2824.56,70.1,1163.93,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 11:58:44,2025-06-01,11:58:44,Sunday,11,250.0,PLA Matte,0.0,5.0,0.0,5.0,9.99,100.0,5.0,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 11:58:44,2025-06-01,11:58:44,Sunday,11,250.0,PLA Matte,1.0,5.0,4.42,9.41,17.5,85.9,8.09,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 11:58:44,2025-06-01,11:58:44,Sunday,11,250.0,PLA Matte,11.0,5.0,48.56,53.56,92.56,72.8,38.99,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 11:58:48,2025-06-01,11:58:48,Sunday,11,250.0,PLA Matte,11.0,5.0,48.56,53.56,105.06,96.1,51.49,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 11:58:53,2025-06-01,11:58:53,Sunday,11,250.0,PLA Matte,11.0,5.0,48.56,53.56,105.06,96.1,51.49,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 11:59:06,2025-06-01,11:59:06,Sunday,11,250.0,PLA Matte,11.0,5.0,48.56,53.56,92.56,72.8,38.99,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 11:59:07,2025-06-01,11:59:07,Sunday,11,250.0,PLA Matte,11.0,5.0,48.56,53.56,105.06,96.1,51.49,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:05,2025-06-01,12:01:05,Sunday,12,250.0,PLA Matte,0.0,5.0,0.0,5.0,22.49,350.1,17.5,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:05,2025-06-01,12:01:05,Sunday,12,250.0,PLA Matte,0.0,5.0,0.0,5.0,22.49,350.1,17.5,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:05,2025-06-01,12:01:05,Sunday,12,250.0,PLA Matte,0.0,5.0,0.0,5.0,22.49,350.1,17.5,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:05,2025-06-01,12:01:05,Sunday,12,250.0,PLA Matte,0.0,5.0,0.0,5.0,22.49,350.1,17.5,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:05,2025-06-01,12:01:05,Sunday,12,250.0,PLA Matte,0.02,5.0,0.09,5.09,22.65,345.3,17.56,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:05,2025-06-01,12:01:05,Sunday,12,250.0,PLA Matte,0.02,5.0,0.1,5.1,22.67,344.5,17.57,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:08,2025-06-01,12:01:08,Sunday,12,25.0,PLA Matte,0.02,0.5,0.1,0.6,13.67,2173.8,13.07,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:08,2025-06-01,12:01:08,Sunday,12,2.0,PLA Matte,0.02,0.04,0.1,0.14,12.75,8910.8,12.61,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:20,2025-06-01,12:01:20,Sunday,12,5.0,PLA Matte,0.02,0.1,0.1,0.2,12.87,6288.5,12.67,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:24,2025-06-01,12:01:24,Sunday,12,5.0,PLA Matte,0.02,0.1,0.1,0.2,12.87,6288.5,12.67,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:25,2025-06-01,12:01:25,Sunday,12,5.0,PLA Matte,0.02,0.1,0.1,0.2,12.87,6288.5,12.67,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:25,2025-06-01,12:01:25,Sunday,12,5.0,PLA Matte,0.02,0.1,0.1,0.2,12.87,6288.5,12.67,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:25,2025-06-01,12:01:25,Sunday,12,5.0,PLA Matte,0.02,0.1,0.1,0.2,12.87,6288.5,12.67,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:36,2025-06-01,12:01:36,Sunday,12,5.0,PLA Matte,0.02,0.1,0.1,0.2,12.87,6288.5,12.67,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:01:41,2025-06-01,12:01:41,Sunday,12,5.0,PLA Basic,0.02,0.07,0.1,0.17,12.81,7371.1,12.64,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:02:27,2025-06-01,12:02:27,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,14.37,1223.6,13.28,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:02:29,2025-06-01,12:02:29,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,14.37,1223.6,13.28,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:02:30,2025-06-01,12:02:30,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,14.37,1223.6,13.28,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:02:30,2025-06-01,12:02:30,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,14.37,1223.6,13.28,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:02:31,2025-06-01,12:02:31,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,14.37,1223.6,13.28,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:02:36,2025-06-01,12:02:36,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,1.87,71.9,0.78,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:02:37,2025-06-01,12:02:37,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,14.37,1223.6,13.28,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:02:38,2025-06-01,12:02:38,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,1.87,71.9,0.78,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:02:40,2025-06-01,12:02:40,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,14.37,1223.6,13.28,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:02:41,2025-06-01,12:02:41,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,1.87,71.9,0.78,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:02:42,2025-06-01,12:02:42,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,14.37,1223.6,13.28,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:02:46,2025-06-01,12:02:46,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,1.87,71.9,0.78,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:03:12,2025-06-01,12:03:12,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,14.37,1223.6,13.28,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:03:14,2025-06-01,12:03:14,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,1.87,71.9,0.78,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:03:28,2025-06-01,12:03:28,Sunday,12,5.0,PLA Basic,0.23,0.07,1.02,1.09,1.87,71.9,0.78,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:13,2025-06-01,12:26:13,Sunday,12,1.0,PLA Basic,1.5,0.01,6.62,6.64,23.79,258.4,17.15,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 12:26:16,2025-06-01,12:26:16,Sunday,12,1.0,PLA Basic,1.5,0.01,6.62,6.64,11.29,70.1,4.65,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 12:26:17,2025-06-01,12:26:17,Sunday,12,1.0,PLA Basic,1.5,0.01,6.62,6.64,23.79,258.4,17.15,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 12:26:17,2025-06-01,12:26:17,Sunday,12,1.0,PLA Basic,1.5,0.01,6.62,6.64,11.29,70.1,4.65,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 12:26:21,2025-06-01,12:26:21,Sunday,12,1.0,PLA Basic,1.5,0.01,6.62,6.64,11.29,70.1,4.65,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 12:26:21,2025-06-01,12:26:21,Sunday,12,1.0,PLA Basic,1.5,0.01,6.62,6.64,11.29,70.1,4.65,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 12:26:21,2025-06-01,12:26:21,Sunday,12,10.0,PLA Basic,15.0,0.14,66.22,66.36,112.86,70.1,46.5,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 12:26:21,2025-06-01,12:26:21,Sunday,12,10.0,PLA Basic,15.0,0.14,66.22,66.36,112.86,70.1,46.5,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-01 12:26:31,2025-06-01,12:26:31,Sunday,12,10.0,PLA Basic,15.0,0.14,66.22,66.36,112.86,70.1,46.5,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:34,2025-06-01,12:26:34,Sunday,12,10.0,PLA Basic,0.0,0.14,0.0,0.14,0.28,100.0,0.14,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:34,2025-06-01,12:26:34,Sunday,12,10.0,PLA Basic,0.0,0.14,0.0,0.14,0.28,100.0,0.14,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:34,2025-06-01,12:26:34,Sunday,12,10.0,PLA Basic,0.0,0.14,0.0,0.14,0.28,100.0,0.14,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:35,2025-06-01,12:26:35,Sunday,12,10.0,PLA Basic,0.2,0.14,0.88,1.02,1.78,74.1,0.76,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:36,2025-06-01,12:26:36,Sunday,12,10.0,PLA Basic,0.2,0.14,0.88,1.02,1.78,74.1,0.76,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:46,2025-06-01,12:26:46,Sunday,12,2.0,PLA Basic,0.2,0.03,0.88,0.91,1.56,70.9,0.65,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:46,2025-06-01,12:26:46,Sunday,12,25.0,PLA Basic,0.2,0.35,0.88,1.23,2.2,78.5,0.97,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:47,2025-06-01,12:26:47,Sunday,12,250.0,PLA Basic,0.2,3.5,0.88,4.38,8.5,94.0,4.12,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:49,2025-06-01,12:26:49,Sunday,12,250.0,PLA Basic,0.0,3.5,0.0,3.5,7.0,100.0,3.5,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:49,2025-06-01,12:26:49,Sunday,12,250.0,PLA Basic,1.0,3.5,4.42,7.91,14.5,83.3,6.59,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:49,2025-06-01,12:26:49,Sunday,12,250.0,PLA Basic,11.0,3.5,48.56,52.06,89.56,72.0,37.49,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:26:51,2025-06-01,12:26:51,Sunday,12,250.0,PLA Basic,11.0,3.5,48.56,52.06,89.56,72.0,37.49,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-01 12:27:01,2025-06-01,12:27:01,Sunday,12,4.0,PLA Basic,11.0,0.06,48.56,48.62,82.67,70.0,34.05,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-02 18:41:27,2025-06-02,18:41:27,Monday,18,4.0,PLA Basic,6.0,0.06,26.49,26.55,45.14,70.1,18.6,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-02 18:41:27,2025-06-02,18:41:27,Monday,18,4.0,PLA Basic,6.0,0.06,26.49,26.55,45.14,70.1,18.6,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-02 18:41:27,2025-06-02,18:41:27,Monday,18,40.0,PLA Basic,60.0,0.56,264.9,265.46,451.45,70.1,185.99,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-02 18:41:27,2025-06-02,18:41:27,Monday,18,40.0,PLA Basic,60.0,0.56,264.9,265.46,451.45,70.1,185.99,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-02 18:41:29,2025-06-02,18:41:29,Monday,18,40.0,PLA Basic,60.0,0.56,264.9,265.46,451.45,70.1,185.99,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-02 18:41:32,2025-06-02,18:41:32,Monday,18,40.0,PLA Basic,0.0,0.56,0.0,0.56,1.12,100.0,0.56,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-02 18:41:32,2025-06-02,18:41:32,Monday,18,40.0,PLA Basic,2.0,0.56,8.83,9.39,16.13,71.8,6.74,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-02 18:41:33,2025-06-02,18:41:33,Monday,18,40.0,PLA Basic,2.0,0.56,8.83,9.39,16.13,71.8,6.74,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-02 18:41:33,2025-06-02,18:41:33,Monday,18,40.0,PLA Basic,2.0,0.56,8.83,9.39,16.13,71.8,6.74,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-02 18:41:35,2025-06-02,18:41:35,Monday,18,40.0,PLA Basic,2.0,0.56,8.83,9.39,28.63,204.9,19.24,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-02 18:41:38,2025-06-02,18:41:38,Monday,18,40.0,PLA Basic,2.0,0.56,8.83,9.39,16.13,71.8,6.74,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-02 18:41:38,2025-06-02,18:41:38,Monday,18,40.0,PLA Basic,2.0,0.56,8.83,9.39,28.63,204.9,19.24,True,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-02 18:41:41,2025-06-02,18:41:41,Monday,18,40.0,PLA Basic,2.0,0.56,8.83,9.39,16.13,71.8,6.74,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-04 15:31:32,2025-06-04,15:31:32,Wednesday,15,3.0,PLA Basic,4.5,0.04,19.87,19.91,33.86,70.1,13.95,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-04 15:31:32,2025-06-04,15:31:32,Wednesday,15,3.0,PLA Basic,4.5,0.04,19.87,19.91,33.86,70.1,13.95,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-04 15:31:33,2025-06-04,15:31:33,Wednesday,15,31.0,PLA Basic,46.5,0.43,205.3,205.73,349.87,70.1,144.14,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-04 15:31:33,2025-06-04,15:31:33,Wednesday,15,31.0,PLA Basic,46.5,0.43,205.3,205.73,349.87,70.1,144.14,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-04 15:31:33,2025-06-04,15:31:33,Wednesday,15,312.0,PLA Basic,468.0,4.36,2066.22,2070.58,3521.3,70.1,1450.72,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-04 15:31:33,2025-06-04,15:31:33,Wednesday,15,312.0,PLA Basic,468.0,4.36,2066.22,2070.58,3521.3,70.1,1450.72,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,True
2025-06-04 15:31:37,2025-06-04,15:31:37,Wednesday,15,312.0,PLA Basic,468.0,4.36,2066.22,2070.58,3521.3,70.1,1450.72,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-04 15:31:42,2025-06-04,15:31:42,Wednesday,15,312.0,PLA Basic,0.0,4.36,0.0,4.36,8.73,100.0,4.36,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-04 15:31:42,2025-06-04,15:31:42,Wednesday,15,312.0,PLA Basic,1.0,4.36,4.42,8.78,16.24,84.9,7.46,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-04 15:31:42,2025-06-04,15:31:42,Wednesday,15,312.0,PLA Basic,12.0,4.36,52.98,57.34,98.8,72.3,41.45,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-04 15:31:48,2025-06-04,15:31:48,Wednesday,15,312.0,PLA Basic,12.0,4.36,52.98,57.34,98.8,72.3,41.45,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-04 15:32:19,2025-06-04,15:32:19,Wednesday,15,2.0,PLA Basic,12.0,0.03,52.98,53.01,90.12,70.0,37.11,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
2025-06-04 15:32:19,2025-06-04,15:32:19,Wednesday,15,20.0,PLA Basic,12.0,0.28,52.98,53.26,90.63,70.2,37.37,False,False,False,1.05,0.3,35.0,10.0,0.1,1000.0,2000.0,100.0,70.0,50.0,0.5,10.0,15.0,1.5,False
